hotel_id,median_price_premium,median_occ_residual,median_expected_delta,median_diagnosis_signal,avg_price,avg_occupancy,median_peers,n_days,admin1,room_category,diagnosis
9280,0.1651103025039327,0.07070882872369254,-0.06604412100157307,0.17673173459531594,399.69512209842156,0.2961434,1150.0,359,National,standard,EXCEPTIONAL_VALUE
9296,-0.5708569357348995,0.1652595814446817,0.2283427742939598,-9.217090644850212e-05,193.80671212121214,0.38493508,1139.0,55,National,standard,FAIR
9298,-0.3833049667828928,0.22923722647037292,0.1533219867131571,0.09133672573335172,180.23402869757174,0.45143485,852.0,151,National,standard,FAIR
9300,-0.2542988894765043,0.2618710683070623,0.10171955579060174,0.2192107994010093,260.94453703703704,0.4480057,1208.0,234,National,standard,UNDERPRICING
9305,1.5538565683899357,0.295543357139073,-0.6215426273559743,0.9751057432676811,897.9022222222222,0.35925925,1273.0,9,National,standard,EXCEPTIONAL_VALUE
9311,-0.3554817696503826,0.08990956253522006,0.14219270786015303,-0.010036518549362994,200.89152309136793,0.25946003,977.5,224,National,standard,FAIR
9318,0.5264941292496366,0.7797196553865788,-0.21059765169985464,1.010468603141041,474.41460317460314,1.0,1150.0,63,National,standard,EXCEPTIONAL_VALUE
9319,0.46624795330163227,0.12408029565195502,-0.1864991813206529,0.3899723077242145,562.3096792035399,0.31563422,1328.0,226,National,standard,EXCEPTIONAL_VALUE
9332,-0.8793102969664404,0.03412337304055142,0.35172411878657617,-0.30889024593816417,42.68587245901463,0.23757558,1151.0,554,National,standard,QUALITY_ISSUES
9337,-0.2560002907218051,0.07519727453002825,0.10240011628872205,0.004506095872319888,224.1197014103003,0.19980301,977.0,278,National,standard,FAIR
9358,0.4626172919048644,0.04345778287778458,-0.18504691676194576,0.24541745796033307,455.0424422743923,0.19004509,1097.0,195,National,standard,EXCEPTIONAL_VALUE
9374,-0.5762700612627862,0.06047129142105122,0.23050802450511454,-0.11843402313065103,162.22371167645142,0.20392613,1147.0,292,National,standard,QUALITY_ISSUES
9386,1.1008626648688382,0.8635669890988309,-0.4403450659475353,1.2671867156324392,625.5671428571429,1.0,1146.0,7,National,standard,EXCEPTIONAL_VALUE
9390,1.2663494071065444,0.9538724877066898,-0.5065397628426178,1.463893272094615,369.6666666666667,1.0,473.0,3,National,standard,EXCEPTIONAL_VALUE
9410,1.2846232182524733,0.8557435210283613,-0.5138492873009893,1.3687659027546435,1087.3125,1.0,1571.5,16,National,standard,EXCEPTIONAL_VALUE
9415,1.625409942856691,0.7516213379579452,-0.6501639771426764,1.3915413628493094,1062.0880000000002,1.0,1601.0,10,National,standard,EXCEPTIONAL_VALUE
9419,1.5210004918137612,0.9434645529866899,-0.6084001967255045,1.5518647497121942,730.2371428571429,1.0,1292.0,7,National,standard,EXCEPTIONAL_VALUE
9436,-0.4777194061520279,0.13968400352539703,0.1910877624608112,-0.004464999839118744,194.34848511904764,0.3245238,1147.0,280,National,standard,FAIR
9445,-0.4929649289988728,0.12088926105925873,0.19718597159954912,-0.031618432302285615,207.67812074448184,0.32317355,1151.0,297,National,standard,FAIR
9450,0.10399073348143484,0.8431938421694984,-0.04159629339257394,0.8348030079850037,302.64659090909095,1.0,1155.0,44,National,standard,EXCEPTIONAL_VALUE
9455,-0.46716787370975277,0.3062611766879445,0.18686714948390112,0.17685291277375087,169.2045966029724,0.53078556,1177.0,157,National,standard,UNDERPRICING
9458,-0.13023783981085774,0.7695239409011172,0.05209513592434309,0.7174288049767741,250.125,1.0,806.5,2,National,standard,UNDERPRICING
9462,-0.5160152212114454,0.18652717657170928,0.20640608848457817,0.07515825935948502,173.52461228460257,0.35531777,1218.0,257,National,standard,FAIR
9489,-0.05820383548455289,0.06391831703835373,0.02328153419382116,0.09363727715890954,345.03444009740264,0.20125827,1151.0,440,National,standard,FAIR
9490,0.9468483081602888,0.10255956214091239,-0.3787393232641155,0.522078599121547,518.8447951977402,0.20258273,1023.5,118,National,standard,EXCEPTIONAL_VALUE
9491,-0.7609270542385849,0.04400428945133547,0.30437082169543395,-0.24790454854158414,75.58566737809456,0.47159472,1161.0,594,National,standard,QUALITY_ISSUES
9499,-0.5229733017901588,0.20387775965735128,0.20918932071606355,0.014978332020683764,199.03033333333332,0.36866668,1141.0,50,National,standard,FAIR
9506,0.44488001487952783,0.733371572187338,-0.17795200595181115,0.8962664734995327,478.77169014084507,1.0,1196.0,71,National,standard,EXCEPTIONAL_VALUE
9571,-0.26059422858080694,0.1531545051382429,0.10423769143232278,0.12356519549756512,232.14410746812385,0.31320584,1142.0,183,National,standard,UNDERPRICING
9575,-0.08245034858168489,0.8788530613463896,0.03298013943267396,0.8458729219137157,116.23,1.0,251.0,1,National,standard,UNDERPRICING
9578,-0.217223126866721,0.10956052035157211,0.0868892507466884,0.08621932622161069,306.5018769117576,0.25276923,1189.0,329,National,standard,FAIR
9594,-0.48506481836176374,0.21321456940091965,0.1940259273447055,0.11026192296672369,180.10841845878136,0.4874552,1133.5,186,National,standard,UNDERPRICING
9609,0.8365558972197022,0.3013527789854079,-0.33462235888788094,0.7199437304033736,730.7244444444445,0.5,1145.5,18,National,standard,EXCEPTIONAL_VALUE
9612,-0.3781878058707028,0.037884034476115706,0.1512751223482811,-0.07320773186575512,273.6977341673705,0.15075755,1163.0,338,National,standard,FAIR
9618,-0.80131601836513,0.06475729701319022,0.32052640734605203,-0.2553753487691779,88.47,0.18090987,1196.5,28,National,standard,QUALITY_ISSUES
9628,-0.10880624048356911,0.20351791794402826,0.04352249619342765,0.2112869748010635,331.5338364779874,0.37044027,1164.0,159,National,standard,UNDERPRICING
9641,-0.6778354462143945,0.1469979264594046,0.2711341784857578,-0.07612994515173893,99.08921119592875,0.2654985,799.0,131,National,standard,FAIR
9649,-0.13832043929247712,0.08092454523070347,0.05532817571699085,0.06684338611912985,252.29797703279425,0.2587835,1150.0,424,National,standard,FAIR
9659,0.4569515595949858,0.06149380963992087,-0.18278062383799434,0.29349394901867765,506.20023674242424,0.20608765,1231.0,352,National,standard,EXCEPTIONAL_VALUE
9669,-0.2986029953015712,0.11269891345326122,0.11944119812062848,0.12230408409649213,264.3685106382979,0.2783688,1189.0,47,National,standard,UNDERPRICING
9695,-0.419254251527225,0.04187191653840739,0.16770170061089001,-0.11795425057394615,206.74981903948057,0.1454899,1070.0,105,National,standard,QUALITY_ISSUES
9702,-0.33814040510890253,0.12334385397139266,0.135256162043561,0.0236109707944393,200.27633072009291,0.3383856,1150.0,246,National,standard,FAIR
9703,-0.26612641597182174,0.27210758331104035,0.1064505663887287,0.21334561165800747,220.34663316582916,0.510469,1163.0,199,National,standard,UNDERPRICING
9708,-0.21722306520912046,0.9450232092062891,0.08688922608364819,0.8537169810728411,276.89392857142855,1.0,1010.5,28,National,standard,UNDERPRICING
9709,-0.15515889329137036,0.15032342541016774,0.06206355731654815,0.13520342954630926,346.89598993262905,0.27563414,1185.0,311,National,standard,UNDERPRICING
9727,1.409047230810544,0.09154314253347318,-0.5636188923242176,0.6963406110423522,1034.7817045454544,0.21428572,1140.5,44,National,standard,EXCEPTIONAL_VALUE
9745,-0.7662655476794678,0.059965738576169214,0.30650621907178716,-0.24410944074813226,68.25763095238095,0.1778878,1142.0,202,National,standard,QUALITY_ISSUES
9755,-0.38052392592468637,0.8182024591654878,0.15220957036987456,0.740407511600243,253.16315789473686,1.0,1197.0,19,National,standard,UNDERPRICING
9761,-0.6943562258349101,0.20380808015127744,0.27774249033396403,-0.030018133035071462,141.61045634920634,0.38263887,1148.5,168,National,standard,FAIR
9764,-0.27100024313146126,0.16012328648929486,0.10840009725258451,0.1745553176383945,163.12329805996472,0.26613757,478.0,9,National,standard,UNDERPRICING
9768,-0.2103179759417355,0.08568784890967376,0.08412719037669421,0.050437347004877016,255.27596686354582,0.23508489,1148.0,247,National,standard,FAIR
9782,-0.5551422708962749,0.059138931243695805,0.22205690835850997,-0.09964424803316468,223.23576921714957,0.15536918,1146.0,163,National,standard,FAIR
9783,-0.9192587031675135,0.02509191232003504,0.36770348126700547,-0.33843285084626845,36.30204206894983,0.07163628,1151.0,292,National,standard,QUALITY_ISSUES
9787,0.04648172844105331,0.02823722989473107,-0.018592691376421326,0.07697471798126329,310.80264312035877,0.18110675,1066.0,329,National,standard,FAIR
9788,1.4053377484080571,0.38224050023484324,-0.5621350993632228,0.8803403096707567,669.9428571428572,0.53571427,1121.5,14,National,standard,EXCEPTIONAL_VALUE
9793,-0.023863075905026714,0.09226930757128246,0.009545230362010687,0.12525363196869155,321.3479911308204,0.37028825,1171.0,451,National,standard,EXCEPTIONAL_VALUE
9801,-0.3337121434881445,0.07063043150725175,0.13348485739525778,-0.008475306267543071,293.04393400720284,0.23083156,1146.0,292,National,standard,FAIR
9806,-0.3750858676001356,0.2868174385930288,0.15003434704005425,0.17890538376305554,248.24326923076922,0.5168269,1199.0,208,National,standard,UNDERPRICING
9811,-0.5762994352991945,0.9003328043476592,0.2305197741196778,0.6129761848210957,137.985871559633,1.0,1194.0,109,National,standard,UNDERPRICING
9815,-0.8031750773659813,0.014514829194789613,0.3212700309463925,-0.28631354466052517,58.462210429137265,0.075291485,840.0,41,National,standard,QUALITY_ISSUES
9824,-0.7156002036641331,0.0738516081185214,0.2862400814656533,-0.18796187498767364,77.78472756410257,0.19402212,846.0,72,National,standard,QUALITY_ISSUES
9826,0.05251364708355856,0.2982891041980489,-0.021005458833423425,0.39732454438943604,384.9381481481482,0.42592594,1097.0,27,National,standard,EXCEPTIONAL_VALUE
9836,-0.5204281931037137,0.05988812212476291,0.2081712772414855,-0.14175334110427223,114.07118421052631,0.21052632,535.0,19,National,standard,QUALITY_ISSUES
9842,-0.46822587789447706,0.2833488636722833,0.18729035115779083,0.10656593924307362,179.77003875968992,0.44379845,998.0,43,National,standard,UNDERPRICING
9854,-0.24919037516290987,0.2432830561235534,0.09967615006516395,0.23158771585935284,224.81693974358973,0.46794873,1213.0,130,National,standard,UNDERPRICING
9855,-0.45513427913789295,0.034338689621152364,0.1820537116551572,-0.09000713117072216,160.78109222990727,0.17203803,853.0,196,National,standard,FAIR
9888,0.2591342114877506,0.08751729821541543,-0.10365368459510026,0.24903667888295583,313.3738738738739,0.17472017,645.0,37,National,standard,EXCEPTIONAL_VALUE
9950,-0.28960670485182627,0.1338648010339989,0.11584268194073052,0.07431327698081172,253.76642694063926,0.29497716,1284.0,146,National,standard,FAIR
9951,-0.7352181134392677,0.26250467979980674,0.2940872453757071,-0.030907700310447456,97.38097826086955,0.4818841,1083.0,46,National,standard,FAIR
9966,0.29862798069907565,0.45403608581171756,-0.11945119227963026,0.6791155438115928,532.7961333333333,0.6066667,1198.0,75,National,standard,EXCEPTIONAL_VALUE
9981,-0.7262017548673371,0.181116107757659,0.2904807019469348,-0.0790735106830297,95.88523999532286,0.42037842,1163.0,543,National,standard,FAIR
9982,-0.7808380384486338,0.18753000305678585,0.3123352153794535,-0.08893941453832088,76.8884896069539,0.4019753,1150.0,315,National,standard,FAIR
9985,0.4223160270933295,0.1754807423694509,-0.1689264108373318,0.42334682539144397,497.25997058823526,0.34313726,1147.0,170,National,standard,EXCEPTIONAL_VALUE
9990,-0.5472292468915156,0.05381650359550971,0.21889169875660627,-0.09965063610956586,194.61389744042353,0.30194062,1185.0,561,National,standard,FAIR
9992,-0.6847054090280493,0.24432182103589561,0.27388216361121975,-0.03514282229912602,99.4784724839804,0.6550781,1150.0,379,National,standard,FAIR
9996,-0.6113863562443046,0.291585009871627,0.24455454249772185,0.10762619513087629,152.9371212121212,0.6818182,1141.0,33,National,standard,UNDERPRICING
9999,0.0872021480637553,0.18025643903614652,-0.034880859225502124,0.2766486287626309,436.83611426579,0.33695954,1150.0,239,National,standard,EXCEPTIONAL_VALUE
10002,-0.42741314218239607,0.14620874747399726,0.17096525687295844,0.05105135574042849,275.81053887399463,0.3424933,1196.0,373,National,standard,FAIR
10019,0.0484223672198268,0.038747618300414136,-0.01936894688793072,0.07154895773482206,295.72455022036405,0.21446429,1197.0,512,National,standard,FAIR
10037,-0.3786526604702362,0.012716334844371057,0.1514610641880945,-0.12163574978661823,228.2890885729283,0.08367347,1164.0,508,National,standard,QUALITY_ISSUES
10044,-0.22175120795324854,0.10231576349770423,0.08870048318129943,0.11714358096531328,244.04652142857142,0.3202381,1142.0,140,National,standard,UNDERPRICING
10050,-0.6688962953840958,0.15878031831907322,0.2675585181536383,-0.0704639628286664,119.6876648616125,0.49022263,1185.0,554,National,standard,FAIR
10053,0.2509389737745635,0.22204386371419027,-0.10037558950982539,0.4206858638921645,439.3113836477988,0.39937106,1049.0,53,National,standard,EXCEPTIONAL_VALUE
10056,1.2143205430651787,0.16289658559772385,-0.4857282172260715,0.7553324401090133,719.2851923076923,0.3073718,1149.0,52,National,standard,EXCEPTIONAL_VALUE
10057,-0.9513273581020564,0.12729880618796827,0.3805309432408226,-0.254248415766199,14.811590849597456,0.535452,1151.0,398,National,standard,QUALITY_ISSUES
10058,1.3559285923492057,0.12117293740876421,-0.5423714369396823,0.693821435340908,671.0982945736433,0.20957918,1194.0,43,National,standard,EXCEPTIONAL_VALUE
10067,0.3441996993436392,0.056625792272361225,-0.13767987973745568,0.32911937668698776,527.9943396226415,0.15296009,1114.0,53,National,standard,EXCEPTIONAL_VALUE
10122,0.016419433745424563,0.029979536488766945,-0.0065677734981698255,0.04807202543436967,312.84580744349256,0.30034697,1194.0,549,National,standard,FAIR
10133,1.0303020901668787,0.3823766225053814,-0.4121208360667515,0.8048964808774632,634.5422222222222,0.5555556,1189.0,18,National,standard,EXCEPTIONAL_VALUE
10138,-0.7822238223926881,0.2471853052457803,0.3128895289570752,-0.042117149725827585,97.8938784067086,0.4528302,1146.0,159,National,standard,FAIR
10141,1.0408213449897328,0.07762115752797137,-0.41632853799589314,0.5287426133416766,574.9828,0.11603175,1146.0,25,National,standard,EXCEPTIONAL_VALUE
10143,-0.7857961689126938,0.13608388022877832,0.31431846756507753,-0.1346750751118636,114.46967479674795,0.3215447,1142.0,82,National,standard,QUALITY_ISSUES
10159,0.38745276695396563,0.17075649405321963,-0.15498110678158628,0.4184428153539323,426.302679144385,0.34402853,1151.0,187,National,standard,EXCEPTIONAL_VALUE
10166,-0.4254475404164188,0.883125868400769,0.17017901616656753,0.7211392756989632,174.45666666666668,1.0,746.0,12,National,standard,UNDERPRICING
10174,0.03309750828493306,0.21776828311131122,-0.013239003313973225,0.29690223651962805,456.3373657718121,0.3657718,1502.0,149,National,standard,EXCEPTIONAL_VALUE
10176,-0.5617543664114146,0.11456949042264436,0.22470174656456587,-0.05849848160570509,163.6095240838271,0.33691302,1174.0,434,National,standard,FAIR
10179,-0.5416304840487469,0.049898442540696725,0.21665219361949878,-0.11576859190955843,183.42424174377632,0.18339375,1163.0,188,National,standard,QUALITY_ISSUES
10189,0.09939901001303314,0.17089544707719384,-0.039759604005213264,0.2418015485767946,332.01908571428567,0.37261114,908.0,50,National,standard,EXCEPTIONAL_VALUE
10192,0.8441600018196708,0.6711503694038109,-0.33766400072786834,1.0088143701316792,384.0,1.0,676.0,1,National,standard,EXCEPTIONAL_VALUE
10201,-0.63968089471449,0.11076475936058638,0.255872357885796,-0.11935709356296798,124.56747198508093,0.358473,1164.0,537,National,standard,QUALITY_ISSUES
10202,-0.3402144354017783,0.04875986482496804,0.13608577416071133,-0.055481570555523094,243.61915573113103,0.23826933,1142.0,233,National,standard,FAIR
10206,0.8971082050573508,0.02982604906915007,-0.35884328202294036,0.44360495692814617,431.1799874458875,0.06215951,676.0,55,National,standard,EXCEPTIONAL_VALUE
10219,0.3705629556391115,0.154907226131,-0.1482251822556446,0.32069915213293554,439.8235964912281,0.3341308,1157.0,209,National,standard,EXCEPTIONAL_VALUE
10228,-0.7609756084097001,0.014452889665202643,0.3043902433638801,-0.2528263122257016,77.06150846702317,0.15945998,861.0,34,National,standard,QUALITY_ISSUES
10241,-0.45402498622968945,0.11144853695416719,0.18160999449187581,-0.01558975088734292,170.87577898550725,0.3156703,1163.0,368,National,standard,FAIR
10243,-0.6490244583662386,0.061120811988091744,0.2596097833464954,-0.16075462302041968,117.92343219171826,0.1936913,1196.0,395,National,standard,QUALITY_ISSUES
10252,-0.6040324672805885,0.048497423365537515,0.2416129869122354,-0.16349566568023127,205.06107142857144,0.113780424,1070.0,56,National,standard,QUALITY_ISSUES
10262,-0.012607569699511685,0.13125895940537446,0.005043027879804674,0.19666741415058314,312.4238521923621,0.33893213,1149.0,202,National,standard,EXCEPTIONAL_VALUE
10281,0.8347682446264324,0.4565375829914763,-0.333907297850573,0.8270435919347991,676.9401886792454,0.5754717,1150.0,53,National,standard,EXCEPTIONAL_VALUE
10289,-0.6293891061391297,0.06270739443181972,0.2517556424556519,-0.16378042278240132,135.40016146071025,0.30096877,1194.0,524,National,standard,QUALITY_ISSUES
10291,1.0437564025828114,0.16245572865668084,-0.4175025610331246,0.6027849848501166,669.4422857142857,0.25666666,1140.0,35,National,standard,EXCEPTIONAL_VALUE
10294,-0.7100586920447296,0.07127377110826533,0.28402347681789186,-0.17341055483298096,103.46776714888539,0.3629837,1163.0,416,National,standard,QUALITY_ISSUES
10299,-0.2110501414072768,0.21536946592834072,0.08442005656291073,0.20993565308793752,289.58787472035795,0.38478747,1163.0,149,National,standard,UNDERPRICING
10302,-0.4290217001809367,0.09444376397611767,0.1716086800723747,-0.03940431561800567,200.33571801945882,0.2968178,1142.0,439,National,standard,FAIR
10303,-0.4041760053527926,0.1700802909257823,0.16167040214111705,0.026616811311523277,251.00868123393315,0.36208227,1157.0,389,National,standard,FAIR
10312,-0.268839779593979,0.05870602912769612,0.10753591183759159,-0.004854105941516897,256.40220980743396,0.18219344,1142.0,174,National,standard,FAIR
10314,0.717356389609738,0.28770157651416617,-0.2869425558438952,0.6042761682713435,651.2530842911877,0.41570884,1159.0,87,National,standard,EXCEPTIONAL_VALUE
10315,0.9255292242101947,0.2943358666384219,-0.3702116896840779,0.723240238272765,738.8529850746269,0.40547267,1323.0,67,National,standard,EXCEPTIONAL_VALUE
10321,-0.6898941941339904,0.5685624644485616,0.2759576776535962,0.3218872426149535,108.82666666666667,0.65625,1218.0,8,National,standard,UNDERPRICING
10328,-0.3972692539918533,0.09676501171202538,0.15890770159674134,0.008142913992881085,315.9174033011978,0.26799592,1151.0,163,National,standard,FAIR
10330,-0.4098976444506716,0.09743468882135536,0.16395905778026865,-0.016751716622925128,280.58424833732374,0.23310722,1146.0,179,National,standard,FAIR
10345,-0.6999852958849277,0.17542251990097485,0.2799941183539711,-0.10834724512429161,84.45611412921976,0.545607,1128.0,213,National,standard,QUALITY_ISSUES
10354,-0.5832995954947707,0.07948452193869167,0.2333198381979083,-0.11400425963012545,163.27086006101604,0.22850724,1157.0,359,National,standard,QUALITY_ISSUES
10364,-0.8179602429008712,0.3080583521606453,0.3271840971603485,-0.01912574499970321,89.0,0.4,1699.0,1,National,standard,FAIR
10382,0.022968401799981386,0.25801667729134903,-0.009187360719992554,0.28994164239511055,388.4376388888889,0.44791666,1245.5,192,National,standard,EXCEPTIONAL_VALUE
10396,0.3268418835605938,0.09868020350157411,-0.13073675342423752,0.31340704663969077,456.71187024221456,0.26666665,1194.0,289,National,standard,EXCEPTIONAL_VALUE
10406,-0.4920893316767664,0.256165367208401,0.1968357326707066,0.09636098347119106,190.13087301587302,0.4351852,1150.0,126,National,standard,FAIR
10411,-0.5654741969788769,0.1211101385409308,0.22618967879155077,-0.019046563684698176,136.98349909584087,0.30893612,852.0,79,National,standard,FAIR
10413,-0.6701770953525064,0.07146756449304104,0.2680708381410026,-0.16844254321862373,113.5300282631038,0.31554756,1163.0,417,National,standard,QUALITY_ISSUES
10416,-0.01137428075376058,0.1688532895986785,0.004549712301504232,0.20121058292800026,415.8567769726248,0.2801127,1326.0,207,National,standard,EXCEPTIONAL_VALUE
10417,-0.2748583684566542,0.08535285981446201,0.10994334738266168,0.046373011194743095,245.4302897713457,0.24738961,1163.0,275,National,standard,FAIR
10419,0.921330128484803,0.9166575488885039,-0.3685320513939212,1.2819042375226064,735.709393939394,1.0,1281.0,33,National,standard,EXCEPTIONAL_VALUE
10423,0.10548979782413287,0.7413990291013797,-0.04219591912965315,0.9461525577492844,791.6666666666666,0.7944444,1463.5,6,National,standard,EXCEPTIONAL_VALUE
10425,-0.6879269972300761,0.02192468004531839,0.27517079889203044,-0.24043206824713204,105.07382551936024,0.174682,1177.0,525,National,standard,QUALITY_ISSUES
10440,1.1600860951498397,0.08077596329249634,-0.4640344380599358,0.583343891312678,834.8239333333333,0.23539683,1202.5,120,National,standard,EXCEPTIONAL_VALUE
10441,-0.7621975582114647,0.1478070986460669,0.30487902328458594,-0.11103702310129276,112.35329341317366,0.3726547,1201.0,167,National,standard,QUALITY_ISSUES
10447,0.1435860301215256,0.08558584272899131,-0.057434412048610245,0.1636076111133281,276.34540641025643,0.24299146,783.0,130,National,standard,EXCEPTIONAL_VALUE
10448,0.48269373372136837,0.4417202287891537,-0.19307749348854736,0.7608555367536951,361.0,0.6666667,1159.0,3,National,standard,EXCEPTIONAL_VALUE
10453,-0.7497923230898126,0.14038525366807417,0.29991692923592506,-0.13823954540565206,83.59955726970415,0.41232902,1150.0,463,National,standard,QUALITY_ISSUES
10455,1.3833311442279033,0.9067422633280368,-0.5533324576911614,1.4619106250182519,824.2023076923076,1.0,994.0,13,National,standard,EXCEPTIONAL_VALUE
10457,-0.3378925229220723,0.09042146395536615,0.1351570091688289,0.014423237269888783,311.2080098967298,0.24373208,1146.0,332,National,standard,FAIR
10458,-0.6723770198546576,0.10799499046190941,0.26895080794186305,-0.048230064801682404,192.2979177334016,0.29134664,1309.0,279,National,standard,FAIR
10471,-0.16962896633398414,0.8133927415799515,0.06785158653359366,0.757240860971311,274.1687804878049,1.0,1141.0,41,National,standard,UNDERPRICING
10472,0.6687624634997794,0.07564821076366175,-0.26750498539991174,0.36386367356869587,516.6496087962963,0.1868593,1158.0,288,National,standard,EXCEPTIONAL_VALUE
10474,0.9853486655302425,0.06221588669423487,-0.394139466212097,0.48683135878399125,638.1507789232531,0.18301423,1157.0,97,National,standard,EXCEPTIONAL_VALUE
10475,0.0738423799374362,0.07285499387848543,-0.029536951974974482,0.1166506933464218,345.0720347222222,0.20448393,1187.0,384,National,standard,EXCEPTIONAL_VALUE
10497,-0.694959406525153,0.12889720751210268,0.2779837626100612,-0.12320189035920444,52.695083333333336,0.2461971,342.0,12,National,standard,QUALITY_ISSUES
10499,-0.6217622489390916,0.0867817247935659,0.24870489957563666,-0.13533696557096053,135.51081159954919,0.3222128,1147.0,443,National,standard,QUALITY_ISSUES
10500,-0.6292950246342177,0.07018037337426836,0.2517180098536871,-0.13160803651310865,122.99717613867612,0.2806474,1146.0,429,National,standard,QUALITY_ISSUES
10501,0.2502299226843823,0.23315238646884223,-0.10009196907375294,0.34464661640991956,411.44627525252525,0.35290402,1146.0,132,National,standard,EXCEPTIONAL_VALUE
10510,0.38506719241239684,0.05306164187323774,-0.15402687696495876,0.23635096878649386,445.08113932291667,0.12482041,1231.0,256,National,standard,EXCEPTIONAL_VALUE
10521,-0.4755064553925171,0.09518315045435373,0.19020258215700686,-0.04617140158923337,221.72520029924536,0.21717897,1147.0,244,National,standard,FAIR
10523,-0.6553532167656194,0.10954942497962303,0.2621412867062478,-0.129542983715519,113.73586315190458,0.30458096,1146.0,352,National,standard,QUALITY_ISSUES
10535,0.6451515201057655,0.09013995250588022,-0.2580606080423062,0.36076611808186576,310.72262962962964,0.20390686,505.0,45,National,standard,EXCEPTIONAL_VALUE
10541,-0.41384373827603416,0.1293374859441758,0.16553749531041367,0.022142546262044094,204.5725910746812,0.33750975,1146.0,366,National,standard,FAIR
10545,-0.7338071889443032,0.2307260108812636,0.2935228755777213,-0.056205366175726135,93.36402807391613,0.47743428,1177.0,469,National,standard,FAIR
10557,-0.6284902467206125,0.8849590422242871,0.25139609868824503,0.643810932091581,146.94476190476192,1.0,994.0,63,National,standard,UNDERPRICING
10570,-0.079258589899018,0.07899858873383223,0.0317034359596072,0.10693489433874313,325.67086296527344,0.2276045,1177.0,229,National,standard,UNDERPRICING
10575,-0.6722351593448086,0.02451369768979606,0.26889406373792346,-0.22745164920516714,121.9950752688172,0.06647047,676.0,62,National,standard,QUALITY_ISSUES
10587,0.37754669731251955,0.43327363140174774,-0.15101867892500784,0.6351050234126652,423.91104938271604,0.5308642,1208.0,81,National,standard,EXCEPTIONAL_VALUE
10591,-0.00476667555595029,0.055378727679768716,0.0019066702223801161,0.08871396259911134,412.24821274481104,0.18737644,1151.0,393,National,standard,FAIR
10593,1.1343285934393252,0.3577270425045606,-0.45373143737573013,0.8114584798802907,282.6666666666667,0.42857143,259.0,1,National,standard,EXCEPTIONAL_VALUE
10601,-0.7139046238232664,0.11530143982261404,0.2855618495293066,-0.13726400346071443,102.20930943188087,0.30958816,1163.0,259,National,standard,QUALITY_ISSUES
10603,-0.7332006295968505,0.09724754329209602,0.29328025183874024,-0.14130916461249793,77.06794163120732,0.22369017,722.0,171,National,standard,QUALITY_ISSUES
10604,-0.7026433713432303,0.046527520250382995,0.28105734853729214,-0.20836720408006465,110.14012015964079,0.145816,1150.0,412,National,standard,QUALITY_ISSUES
10611,-0.7539292729215982,0.12814867742763436,0.3015717091686393,-0.16020783971270375,82.07056266740982,0.50994205,1164.0,633,National,standard,QUALITY_ISSUES
10613,-0.8111529144809608,0.06173971247921707,0.3244611657923844,-0.24280779438449263,69.72888669187955,0.41279668,1163.0,595,National,standard,QUALITY_ISSUES
10619,-0.8476148341918608,0.035269009602491797,0.3390459336767443,-0.28881200980912647,49.030034893267654,0.16089141,1127.0,116,National,standard,QUALITY_ISSUES
10620,-0.7444592211763192,0.2205064996003569,0.2977836884705277,-0.07331860401084962,100.33777173913045,0.36630437,1228.0,46,National,standard,FAIR
10627,0.4899919336936577,0.263323024539825,-0.19599677347746308,0.4695830918656062,504.95103448275864,0.3462644,1260.5,58,National,standard,EXCEPTIONAL_VALUE
10641,0.7476911115980367,0.05705155821945169,-0.29907644463921473,0.4188937777522276,544.0693902516135,0.23995236,1151.0,168,National,standard,EXCEPTIONAL_VALUE
10642,-0.468667533907139,0.18925206358269347,0.1874670135628556,0.021327300197762605,172.07638253638254,0.5673943,1194.0,481,National,standard,FAIR
10648,0.0013338166185677452,0.12179793269464827,-0.0005335266474270981,0.1485064228308836,231.9816091954023,0.2928161,502.0,29,National,standard,EXCEPTIONAL_VALUE
10649,-0.7185359960814355,0.12038537533437405,0.2874143984325742,-0.11975122614124528,114.30945854700856,0.30479243,1163.0,325,National,standard,QUALITY_ISSUES
10655,0.31132336339770167,0.05689497648050747,-0.12452934535908067,0.24028250076985508,342.1632546803899,0.17486879,854.0,211,National,standard,EXCEPTIONAL_VALUE
10656,-0.32271890675413817,0.08882898297405642,0.12908756270165528,0.029394628933088404,289.74351659891596,0.31269842,1330.0,246,National,standard,FAIR
10660,1.0353196319215128,0.09280000429869888,-0.4141278527686051,0.5067989532190968,743.4926041666666,0.22203311,1185.0,128,National,standard,EXCEPTIONAL_VALUE
10662,0.3762515767179556,0.46264420004377926,-0.15050063068718225,0.6518500819149565,650.9782608695652,0.5217391,1323.0,23,National,standard,EXCEPTIONAL_VALUE
10669,-0.319878861773033,0.17112508515515792,0.1279515447092132,0.13518990143809945,264.58953576864536,0.4025875,1150.0,219,National,standard,UNDERPRICING
10675,1.356333038121909,0.27943969811097324,-0.5425332152487636,0.8644872259554451,690.3335000000001,0.41111115,998.0,30,National,standard,EXCEPTIONAL_VALUE
10714,0.7028420002536913,0.7785695997162193,-0.2811368001014765,1.0597063998176959,481.97333333333336,1.0,722.0,3,National,standard,EXCEPTIONAL_VALUE
